from,to,value,gas,gas_used,input,tx_hash,fuzz_string,victim_balance_before_tx,victim_balance_after_tx,attacker_balance_before_tx,attacker_balance_after_tx
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x6fE874f8F91691A65c0080Eca0782F071451C192,0,3000000,448439,0x8f088f9200000000000000000000000013ff2658067dcf47faf621dc2e3fd1221deb3d93,0x9dbcf89fb3fef6d5bd17906023b6e322593b373e2695a78888b4a2c15904bc3a,"vulnerables.sol,vul,95",100000000000000000000,79000000000000000000,0,21000000000000000000
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x5f66dc1CA596D97d8F6DD59C566037aeE4c3b2e6,0,3000000,130784,0x8f088f92000000000000000000000000e4c7bf452769648bd50a513be7429bb831717700,0x71c43aed7bf3398b71ce8249975300f257567979d94c8ca72b771fe894a42597,"vulnerables.sol,vul,97",100000000000000000000,,0,
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x7c302fdfC4753762c688A1F1d0525A5f99fF0e1A,0,3000000,130796,0x8f088f9200000000000000000000000056bd4011c226c95113d01a599815bcba98bd2627,0xfc7adedc46ed0d4ddd219b03c5c5b1528bfed287a45880ecdab31c8e5d3e5fb7,"vulnerables.sol,vul,96",10000000000000000000,100000000000000000000,0,0
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x7a44071611fcBfF2140715daE0bBaDE34257f4A0,0,3000000,225983,0x8f088f92000000000000000000000000949c5cdc2f635149e3885c9efd4d0fb061b1ba7b,0x43c2677fc7ec58584c93cfe08ea3867a903e2dda259491822c00d69dd335c4f3,"safes.sol,safe,98",10000000000000000000,5500000000000000000,0,4500000000000000000
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x31acD179e5f35fDE478b8391D5dB0A99A9A58C5c,0,3000000,225971,0x8f088f92000000000000000000000000ad84a100ffa742840f8f3ee36dd8304db7177b1a,0xc6d863659bee168ae5766d55fcaeee009d95760e5461acbf35b646181abe76e0,"safes.sol,safe,100",100000000000000000000,5500000000000000000,0,4500000000000000000
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x464FC54bEB4F5c2282322c3a76369242292a7687,0,3000000,221896,0x8f088f920000000000000000000000004d7f299e572de7a61d3c8a64039e7d2c1cacf09c,0xba73a0ccc38d4cc24558e4396ce36b1505b251ffd582c00824036c6582bb7a61,"vulnerables.sol,vul,99",10000000000000000000,80000000000000000000,0,20000000000000000000
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x17271E135D2882FCed9Cf5fB57e330C50B65c582,0,3000000,225983,0x8f088f9200000000000000000000000048170cbf140bb3e0980ec9c98e193095772fd587,0x19f9fd7fccb0e0324e3b343353c6a20f36fa935e1cb1ea756c35ac41db5da2ad,"safes.sol,safe,101",100000000000000000000,5500000000000000000,0,4500000000000000000
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xe6121CbF14d06DE655d3F247D29d730120FE2E4A,0,3000000,221896,0x8f088f9200000000000000000000000076c089ed512a5d565755a6bf3ea5b61f37c2dcf4,0x44032c37fb32449dc805a9a02ec7c02bb3ebed0c6cebeb93b349e519e0722608,"vulnerables.sol,vul,103",10000000000000000000,80000000000000000000,0,20000000000000000000
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x3D89265432fF00f1794906Ce9E538146421A5732,0,3000000,225983,0x8f088f9200000000000000000000000090a0a54c7e7ec24efd77f750229a4a3fd3169676,0xac3e2d9fb2c6f8f741bd6f261f16e422ef099a2276f3231dae720f405ec57797,"safes.sol,safe,102",100000000000000000000,5500000000000000000,0,4500000000000000000
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0xF27cBE33Bded802c9fB6Eba989975Bb6F068724c,0,3000000,302196,0x8f088f9200000000000000000000000039064e9330457688a7573714559332a0e6bbdbb6,0x58c1ecb49e0304c2f11e015b2fd7eaf4511046ecbbcb6f13402244a5a2b1c6e6,"vulnerables.sol,vul,104",100000000000000000000,82000000000000000000,0,18000000000000000000
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xfDE69D77aE70F9Fa170625c2ca9DC091123212DE,0,3000000,333356,0x8f088f92000000000000000000000000ac1e7322289d276c3a8e342d1f5ed8c7ca3be885,0x092558fb39ab9a4dee1672bf02f7634d467174d6ebbbbe0f9007496c37a47021,"vulnerables.sol,vul,105",,89500000000000000000,,10500000000000000000
